n_features,removed_feature,roc_auc,remaining_features,roc_auc_std,phase
49,content_ratio_question,0.7425489918933053,"['structural_ratio_tweets_with_mentions', 'structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_thread_lifetime_minutes', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_mentions', 'structural_ratio_tweets_with_media', 'user_interaction_count', 'user_verified_ratio', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_unique_authors', 'user_avg_followers_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_followers_friends_ratio', 'user_source_verified', 'user_avg_account_age_days', 'content_num_info_request', 'content_num_first_person', 'content_ratio_exclamation', 'content_ratio_disagreement', 'content_ratio_first_person', 'content_num_exclamation', 'content_num_subjectivity', 'content_ratio_second_person', 'content_num_polarity', 'content_num_second_person', 'content_ratio_smiley', 'content_ratio_support', 'content_ratio_info_request', 'content_num_third_person', 'content_disagreement', 'content_num_support', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_network_density_slope', 'temporal_age_tweet_diff_slope', 'temporal_interaction_slope', 'temporal_friends_count_slope', 'temporal_followers_count_slope', 'temporal_tweets_per_minute_slope', 'temporal_account_age_slope']",0.004871421332821184,pre_stopping
48,user_verified_ratio,0.7442982250698711,"['structural_ratio_tweets_with_mentions', 'structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_thread_lifetime_minutes', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_mentions', 'structural_ratio_tweets_with_media', 'user_interaction_count', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_unique_authors', 'user_avg_followers_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_followers_friends_ratio', 'user_source_verified', 'user_avg_account_age_days', 'content_num_info_request', 'content_num_first_person', 'content_ratio_exclamation', 'content_ratio_disagreement', 'content_ratio_first_person', 'content_num_exclamation', 'content_num_subjectivity', 'content_ratio_second_person', 'content_num_polarity', 'content_num_second_person', 'content_ratio_smiley', 'content_ratio_support', 'content_ratio_info_request', 'content_num_third_person', 'content_disagreement', 'content_num_support', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_network_density_slope', 'temporal_age_tweet_diff_slope', 'temporal_interaction_slope', 'temporal_friends_count_slope', 'temporal_followers_count_slope', 'temporal_tweets_per_minute_slope', 'temporal_account_age_slope']",0.0065496774551341294,pre_stopping
47,temporal_friends_count_slope,0.7416358734959012,"['structural_ratio_tweets_with_mentions', 'structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_thread_lifetime_minutes', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_mentions', 'structural_ratio_tweets_with_media', 'user_interaction_count', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_unique_authors', 'user_avg_followers_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_followers_friends_ratio', 'user_source_verified', 'user_avg_account_age_days', 'content_num_info_request', 'content_num_first_person', 'content_ratio_exclamation', 'content_ratio_disagreement', 'content_ratio_first_person', 'content_num_exclamation', 'content_num_subjectivity', 'content_ratio_second_person', 'content_num_polarity', 'content_num_second_person', 'content_ratio_smiley', 'content_ratio_support', 'content_ratio_info_request', 'content_num_third_person', 'content_disagreement', 'content_num_support', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_network_density_slope', 'temporal_age_tweet_diff_slope', 'temporal_interaction_slope', 'temporal_followers_count_slope', 'temporal_tweets_per_minute_slope', 'temporal_account_age_slope']",0.0075958113817830054,pre_stopping
46,structural_thread_lifetime_minutes,0.7450844961160978,"['structural_ratio_tweets_with_mentions', 'structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_mentions', 'structural_ratio_tweets_with_media', 'user_interaction_count', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_unique_authors', 'user_avg_followers_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_followers_friends_ratio', 'user_source_verified', 'user_avg_account_age_days', 'content_num_info_request', 'content_num_first_person', 'content_ratio_exclamation', 'content_ratio_disagreement', 'content_ratio_first_person', 'content_num_exclamation', 'content_num_subjectivity', 'content_ratio_second_person', 'content_num_polarity', 'content_num_second_person', 'content_ratio_smiley', 'content_ratio_support', 'content_ratio_info_request', 'content_num_third_person', 'content_disagreement', 'content_num_support', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_network_density_slope', 'temporal_age_tweet_diff_slope', 'temporal_interaction_slope', 'temporal_followers_count_slope', 'temporal_tweets_per_minute_slope', 'temporal_account_age_slope']",0.009368102123683462,pre_stopping
45,temporal_interaction_slope,0.7461613279403901,"['structural_ratio_tweets_with_mentions', 'structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_mentions', 'structural_ratio_tweets_with_media', 'user_interaction_count', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_unique_authors', 'user_avg_followers_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_followers_friends_ratio', 'user_source_verified', 'user_avg_account_age_days', 'content_num_info_request', 'content_num_first_person', 'content_ratio_exclamation', 'content_ratio_disagreement', 'content_ratio_first_person', 'content_num_exclamation', 'content_num_subjectivity', 'content_ratio_second_person', 'content_num_polarity', 'content_num_second_person', 'content_ratio_smiley', 'content_ratio_support', 'content_ratio_info_request', 'content_num_third_person', 'content_disagreement', 'content_num_support', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_network_density_slope', 'temporal_age_tweet_diff_slope', 'temporal_followers_count_slope', 'temporal_tweets_per_minute_slope', 'temporal_account_age_slope']",0.00823328773260971,pre_stopping
44,user_unique_authors,0.7460506642839204,"['structural_ratio_tweets_with_mentions', 'structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_mentions', 'structural_ratio_tweets_with_media', 'user_interaction_count', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_followers_friends_ratio', 'user_source_verified', 'user_avg_account_age_days', 'content_num_info_request', 'content_num_first_person', 'content_ratio_exclamation', 'content_ratio_disagreement', 'content_ratio_first_person', 'content_num_exclamation', 'content_num_subjectivity', 'content_ratio_second_person', 'content_num_polarity', 'content_num_second_person', 'content_ratio_smiley', 'content_ratio_support', 'content_ratio_info_request', 'content_num_third_person', 'content_disagreement', 'content_num_support', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_network_density_slope', 'temporal_age_tweet_diff_slope', 'temporal_followers_count_slope', 'temporal_tweets_per_minute_slope', 'temporal_account_age_slope']",0.006780810057743062,pre_stopping
43,content_num_polarity,0.7467124937653391,"['structural_ratio_tweets_with_mentions', 'structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_mentions', 'structural_ratio_tweets_with_media', 'user_interaction_count', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_followers_friends_ratio', 'user_source_verified', 'user_avg_account_age_days', 'content_num_info_request', 'content_num_first_person', 'content_ratio_exclamation', 'content_ratio_disagreement', 'content_ratio_first_person', 'content_num_exclamation', 'content_num_subjectivity', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_ratio_support', 'content_ratio_info_request', 'content_num_third_person', 'content_disagreement', 'content_num_support', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_network_density_slope', 'temporal_age_tweet_diff_slope', 'temporal_followers_count_slope', 'temporal_tweets_per_minute_slope', 'temporal_account_age_slope']",0.008027093038996546,pre_stopping
42,temporal_tweets_per_minute_slope,0.7469876484511955,"['structural_ratio_tweets_with_mentions', 'structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_mentions', 'structural_ratio_tweets_with_media', 'user_interaction_count', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_followers_friends_ratio', 'user_source_verified', 'user_avg_account_age_days', 'content_num_info_request', 'content_num_first_person', 'content_ratio_exclamation', 'content_ratio_disagreement', 'content_ratio_first_person', 'content_num_exclamation', 'content_num_subjectivity', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_ratio_support', 'content_ratio_info_request', 'content_num_third_person', 'content_disagreement', 'content_num_support', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_network_density_slope', 'temporal_age_tweet_diff_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.0034805590486716893,pre_stopping
41,content_ratio_first_person,0.7474366153303619,"['structural_ratio_tweets_with_mentions', 'structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_mentions', 'structural_ratio_tweets_with_media', 'user_interaction_count', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_followers_friends_ratio', 'user_source_verified', 'user_avg_account_age_days', 'content_num_info_request', 'content_num_first_person', 'content_ratio_exclamation', 'content_ratio_disagreement', 'content_num_exclamation', 'content_num_subjectivity', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_ratio_support', 'content_ratio_info_request', 'content_num_third_person', 'content_disagreement', 'content_num_support', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_network_density_slope', 'temporal_age_tweet_diff_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.0017991457838265777,pre_stopping
40,structural_num_tweets,0.7480261110027147,"['structural_ratio_tweets_with_mentions', 'structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_mentions', 'structural_ratio_tweets_with_media', 'user_interaction_count', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_followers_friends_ratio', 'user_source_verified', 'user_avg_account_age_days', 'content_num_info_request', 'content_num_first_person', 'content_ratio_exclamation', 'content_ratio_disagreement', 'content_num_exclamation', 'content_num_subjectivity', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_ratio_support', 'content_ratio_info_request', 'content_num_third_person', 'content_disagreement', 'content_num_support', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_network_density_slope', 'temporal_age_tweet_diff_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.005239014380954932,pre_stopping
39,content_num_exclamation,0.747108202842351,"['structural_ratio_tweets_with_mentions', 'structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_mentions', 'structural_ratio_tweets_with_media', 'user_interaction_count', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_followers_friends_ratio', 'user_source_verified', 'user_avg_account_age_days', 'content_num_info_request', 'content_num_first_person', 'content_ratio_exclamation', 'content_ratio_disagreement', 'content_num_subjectivity', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_ratio_support', 'content_ratio_info_request', 'content_num_third_person', 'content_disagreement', 'content_num_support', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_network_density_slope', 'temporal_age_tweet_diff_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.005952168093831795,pre_stopping
