n_features,removed_feature,roc_auc,remaining_features,roc_auc_std,phase
34,content_ratio_question,0.8104455561850479,"['structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_conversation_depth', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'user_avg_account_age_days', 'content_num_first_person', 'content_ratio_first_person', 'content_ratio_third_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_interaction_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.0071990561931707265,pre_stopping
33,structural_conversation_depth,0.8114408684444759,"['structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'user_avg_account_age_days', 'content_num_first_person', 'content_ratio_first_person', 'content_ratio_third_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_interaction_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.007045983838628335,pre_stopping
32,content_ratio_third_person,0.8099340799702514,"['structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'user_avg_account_age_days', 'content_num_first_person', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_interaction_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.00676941326334085,pre_stopping
31,content_num_first_person,0.8100965358143577,"['structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'user_avg_account_age_days', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_interaction_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.005702178632751502,pre_stopping
30,user_avg_account_age_days,0.8100271975923496,"['structural_ratio_tweets_with_hashtags', 'structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_interaction_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.008926732289543207,pre_stopping
29,structural_ratio_tweets_with_hashtags,0.8077937720757402,"['structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'content_subjectivity', 'temporal_interaction_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.010431823815512515,pre_stopping
28,content_subjectivity,0.8097861937091185,"['structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_network_density', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_interaction_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.009567461944855317,pre_stopping
27,user_network_density,0.8090585010075847,"['structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_interaction_slope', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.008227805061112961,pre_stopping
26,temporal_interaction_slope,0.8109499556395796,"['structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_avg_tweet_length', 'structural_num_tweets', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.006685188099544801,pre_stopping
25,structural_num_tweets,0.8105992436134197,"['structural_num_tweets_with_urls', 'structural_num_retweets', 'structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.005360706917531179,pre_stopping
24,structural_num_tweets_with_urls,0.8128807015757094,"['structural_num_retweets', 'structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope', 'temporal_account_age_slope']",0.006334015017059582,pre_stopping
23,temporal_account_age_slope,0.8138830243040115,"['structural_num_retweets', 'structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_retweets', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.00446787360057647,pre_stopping
22,structural_ratio_retweets,0.8137492602931357,"['structural_num_retweets', 'structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'structural_ratio_tweets_with_media', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.004942804859480924,pre_stopping
21,structural_ratio_tweets_with_media,0.8149939005600064,"['structural_num_retweets', 'structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_num_third_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.0072437178986867,pre_stopping
20,content_num_third_person,0.8136127532338424,"['structural_num_retweets', 'structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_num_second_person', 'content_ratio_smiley', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.006049751061508742,pre_stopping
19,content_num_second_person,0.8127201016103536,"['structural_num_retweets', 'structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_ratio_smiley', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.005268119344942735,pre_stopping
18,structural_num_retweets,0.813764705886834,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'user_source_verified', 'content_ratio_first_person', 'content_ratio_second_person', 'content_ratio_smiley', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.0035880094438067852,pre_stopping
17,user_source_verified,0.8123261836339385,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_media', 'structural_num_tweets_with_hashtags', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_ratio_first_person', 'content_ratio_second_person', 'content_ratio_smiley', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.004403126677981503,pre_stopping
16,structural_num_tweets_with_media,0.8132534183172778,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_hashtags', 'user_avg_account_age_at_tweet', 'user_num_verified', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_ratio_first_person', 'content_ratio_second_person', 'content_ratio_smiley', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.0032780700978137654,pre_stopping
15,user_num_verified,0.8109751536197478,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_hashtags', 'user_avg_account_age_at_tweet', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_ratio_first_person', 'content_ratio_second_person', 'content_ratio_smiley', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.004093046124759384,pre_stopping
14,content_ratio_first_person,0.8128908007737848,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_hashtags', 'user_avg_account_age_at_tweet', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_ratio_second_person', 'content_ratio_smiley', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.004575422234262406,pre_stopping
13,user_avg_account_age_at_tweet,0.8067803769785966,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_hashtags', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_ratio_second_person', 'content_ratio_smiley', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.007006502163558838,pre_stopping
12,content_ratio_smiley,0.8059029153339189,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_hashtags', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_ratio_second_person', 'content_disagreement', 'content_num_question', 'content_polarity', 'temporal_followers_count_slope']",0.005474510279431714,pre_stopping
11,content_num_question,0.8075328616318991,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_hashtags', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_ratio_second_person', 'content_disagreement', 'content_polarity', 'temporal_followers_count_slope']",0.005164057758850029,pre_stopping
10,temporal_followers_count_slope,0.8042156929586689,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'structural_num_tweets_with_hashtags', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_ratio_second_person', 'content_disagreement', 'content_polarity']",0.005823803482452993,pre_stopping
9,structural_num_tweets_with_hashtags,0.8011994733004653,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_ratio_second_person', 'content_disagreement', 'content_polarity']",0.005646662901354225,post_stopping
8,content_polarity,0.8027129779195041,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_ratio_second_person', 'content_disagreement']",0.0037233533523963708,post_stopping
7,content_ratio_second_person,0.798402823828283,"['structural_avg_tweet_length', 'structural_ratio_tweets_with_urls', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_disagreement']",0.0028881280946365826,post_stopping
6,structural_ratio_tweets_with_urls,0.7993554457086617,"['structural_avg_tweet_length', 'user_avg_followers_count', 'user_avg_friends_count', 'user_source_account_age_days', 'user_avg_statuses_count', 'content_disagreement']",0.007505121419862959,post_stopping
5,user_source_account_age_days,0.7909342855934568,"['structural_avg_tweet_length', 'user_avg_followers_count', 'user_avg_friends_count', 'user_avg_statuses_count', 'content_disagreement']",0.005460251321100328,post_stopping
